content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,content_cleaned,content_cleaned_stopwords,tokens,clean_tokens,stemmed_tokens,final_text,text_length,score_label
"tadi saya naik 3a dari ahmad dahlan tujuan di bandara, tapi kenapa saya di turunkan di pasar ngabean?? terus kata petugas yang jaga di halte ngabean, sebenarnya tadi masih bisa beroperasi untuk tujuan bandara akhirnya saya di oper"" bus lagi dan ternyata bus nya tidak sampai ke bandara, katanya tujuan terakhir di sgm dan ujung"" nya saya naik gojek saya di sini merasa di rugikan!!! tolong ya untuk crew bus nya di kasih arahan lagi untuk kedepan nya yang lebih baik",1,8,1.0.7,2022-01-02 12:22:40,,,tadi saya naik a dari ahmad dahlan tujuan di bandara tapi kenapa saya di turunkan di pasar ngabean terus kata petugas yang jaga di halte ngabean sebenarnya tadi masih bisa beroperasi untuk tujuan bandara akhirnya saya di oper bus lagi dan ternyata bus nya tidak sampai ke bandara katanya tujuan terakhir di sgm dan ujung nya saya naik gojek saya di sini merasa di rugikan tolong ya untuk crew bus nya di kasih arahan lagi untuk kedepan nya yang lebih baik,a ahmad dahlan tujuan bandara turunkan pasar ngabean petugas jaga halte ngabean beroperasi tujuan bandara oper bus bus bandara tujuan sgm ujung gojek rugikan tolong crew bus kasih arahan kedepan baik,"['tadi', 'saya', 'naik', 'a', 'dari', 'ahmad', 'dahlan', 'tujuan', 'di', 'bandara', 'tapi', 'kenapa', 'saya', 'di', 'turunkan', 'di', 'pasar', 'ngabean', 'terus', 'kata', 'petugas', 'yang', 'jaga', 'di', 'halte', 'ngabean', 'sebenarnya', 'tadi', 'masih', 'bisa', 'beroperasi', 'untuk', 'tujuan', 'bandara', 'akhirnya', 'saya', 'di', 'oper', 'bus', 'lagi', 'dan', 'ternyata', 'bus', 'nya', 'tidak', 'sampai', 'ke', 'bandara', 'katanya', 'tujuan', 'terakhir', 'di', 'sgm', 'dan', 'ujung', 'nya', 'saya', 'naik', 'gojek', 'saya', 'di', 'sini', 'merasa', 'di', 'rugikan', 'tolong', 'ya', 'untuk', 'crew', 'bus', 'nya', 'di', 'kasih', 'arahan', 'lagi', 'untuk', 'kedepan', 'nya', 'yang', 'lebih', 'baik']","['a', 'ahmad', 'dahlan', 'tujuan', 'bandara', 'turunkan', 'pasar', 'ngabean', 'petugas', 'jaga', 'halte', 'ngabean', 'beroperasi', 'tujuan', 'bandara', 'oper', 'bus', 'bus', 'bandara', 'tujuan', 'sgm', 'ujung', 'gojek', 'rugikan', 'tolong', 'crew', 'bus', 'kasih', 'arahan', 'kedepan', 'baik']","['a', 'ahmad', 'dahlan', 'tuju', 'bandara', 'turun', 'pasar', 'ngabean', 'tugas', 'jaga', 'halte', 'ngabean', 'operasi', 'tuju', 'bandara', 'oper', 'bus', 'bus', 'bandara', 'tuju', 'sgm', 'ujung', 'gojek', 'rugi', 'tolong', 'crew', 'bus', 'kasih', 'arah', 'depan', 'baik']",a ahmad dahlan tuju bandara turun pasar ngabean tugas jaga halte ngabean operasi tuju bandara oper bus bus bandara tuju sgm ujung gojek rugi tolong crew bus kasih arah depan baik,31,Negative
"keren, informatif, solutif",5,0,1.0.7,2021-12-29 23:11:43,,,keren informatif solutif,keren informatif solutif,"['keren', 'informatif', 'solutif']","['keren', 'informatif', 'solutif']","['keren', 'informatif', 'solutif']",keren informatif solutif,3,Positive
"isinya cm rute aja cari di google/tanya penjaga bisa saran: 1.misal nulis tujuan di bagian map kemudian di arahkan naik apa gitu(sekarang ini disediakan map tp gk da gunanya buat apa coba, mau nyaingin google map?,contoh tu gojek) 2.kasih keterangan misal 1a datang sekitar 15 menit sekali 3.klw bisa setiap bus ada signal nya, jadi tau posisi bus yg sdg ditunggu sdh sampe mana, wkwk (klw ini bisa sumpah keren bgt,aku kasih jempol 5) 4.ada fitur info misal peralihan jalur/promo dll",3,16,1.0.7,2021-12-03 10:07:33,,,isinya cuma rute saja cari di google tanya penjaga bisa saran misal nulis tujuan di bagian map kemudian di arahkan naik apa gitu sekarang ini disediakan map tapi tidak da gunanya buat apa coba mau nyaingin google map contoh tu gojek kasih keterangan misal a datang sekitar menit sekali klw bisa setiap bus ada signal nya jadi tahu posisi bus yang sdg ditunggu sudah sampai mana wkwk klw ini bisa sumpah keren banget saya kasih jempol ada fitur info misal peralihan jalur promo dl,isinya rute cari google penjaga saran nulis tujuan map arahkan gitu disediakan map da gunanya coba nyaingin google map contoh tu gojek kasih keterangan a menit klw bus signal posisi bus sdg ditunggu wkwk klw sumpah keren banget kasih jempol fitur info peralihan jalur promo dl,"['isinya', 'cuma', 'rute', 'saja', 'cari', 'di', 'google', 'tanya', 'penjaga', 'bisa', 'saran', 'misal', 'nulis', 'tujuan', 'di', 'bagian', 'map', 'kemudian', 'di', 'arahkan', 'naik', 'apa', 'gitu', 'sekarang', 'ini', 'disediakan', 'map', 'tapi', 'tidak', 'da', 'gunanya', 'buat', 'apa', 'coba', 'mau', 'nyaingin', 'google', 'map', 'contoh', 'tu', 'gojek', 'kasih', 'keterangan', 'misal', 'a', 'datang', 'sekitar', 'menit', 'sekali', 'klw', 'bisa', 'setiap', 'bus', 'ada', 'signal', 'nya', 'jadi', 'tahu', 'posisi', 'bus', 'yang', 'sdg', 'ditunggu', 'sudah', 'sampai', 'mana', 'wkwk', 'klw', 'ini', 'bisa', 'sumpah', 'keren', 'banget', 'saya', 'kasih', 'jempol', 'ada', 'fitur', 'info', 'misal', 'peralihan', 'jalur', 'promo', 'dl']","['isinya', 'rute', 'cari', 'google', 'penjaga', 'saran', 'nulis', 'tujuan', 'map', 'arahkan', 'gitu', 'disediakan', 'map', 'da', 'gunanya', 'coba', 'nyaingin', 'google', 'map', 'contoh', 'tu', 'gojek', 'kasih', 'keterangan', 'a', 'menit', 'klw', 'bus', 'signal', 'posisi', 'bus', 'sdg', 'ditunggu', 'wkwk', 'klw', 'sumpah', 'keren', 'banget', 'kasih', 'jempol', 'fitur', 'info', 'peralihan', 'jalur', 'promo', 'dl']","['isi', 'rute', 'cari', 'google', 'jaga', 'saran', 'nulis', 'tuju', 'map', 'arah', 'gitu', 'sedia', 'map', 'da', 'guna', 'coba', 'nyaingin', 'google', 'map', 'contoh', 'tu', 'gojek', 'kasih', 'terang', 'a', 'menit', 'klw', 'bus', 'signal', 'posisi', 'bus', 'sdg', 'tunggu', 'wkwk', 'klw', 'sumpah', 'keren', 'banget', 'kasih', 'jempol', 'fitur', 'info', 'alih', 'jalur', 'promo', 'dl']",isi rute cari google jaga saran nulis tuju map arah gitu sedia map da guna coba nyaingin google map contoh tu gojek kasih terang a menit klw bus signal posisi bus sdg tunggu wkwk klw sumpah keren banget kasih jempol fitur info alih jalur promo dl,46,Neutral
lebih disempurnakan...,4,0,1.0.7,2021-11-30 02:23:19,,,lebih disempurnakan,disempurnakan,"['lebih', 'disempurnakan']",['disempurnakan'],['sempurna'],sempurna,1,Positive
"baru tau kalo aplikasi ini ada, dan membantu sekaleeeee. kemana aja gw selama ini, gak hapal sama jalur jadi tanya2 terus sama keneknya",5,6,1.0.7,2021-11-14 02:06:59,,,baru tahu kalau aplikasi ini ada dan membantu sekaleee kemana saja saya selama ini tidak hafal sama jalur jadi tanya terus sama keneknya,aplikasi membantu sekaleee kemana hafal jalur keneknya,"['baru', 'tahu', 'kalau', 'aplikasi', 'ini', 'ada', 'dan', 'membantu', 'sekaleee', 'kemana', 'saja', 'saya', 'selama', 'ini', 'tidak', 'hafal', 'sama', 'jalur', 'jadi', 'tanya', 'terus', 'sama', 'keneknya']","['aplikasi', 'membantu', 'sekaleee', 'kemana', 'hafal', 'jalur', 'keneknya']","['aplikasi', 'bantu', 'sekaleee', 'mana', 'hafal', 'jalur', 'kenek']",aplikasi bantu sekaleee mana hafal jalur kenek,7,Positive
rute bus dari pakem belum ada kah?,4,6,1.0.7,2021-10-07 16:41:37,,,rute bus dari pakem belum ada kah,rute bus pakem kah,"['rute', 'bus', 'dari', 'pakem', 'belum', 'ada', 'kah']","['rute', 'bus', 'pakem', 'kah']","['rute', 'bus', 'pakem', 'kah']",rute bus pakem kah,4,Positive
"untuk transit ke daerah babarsari atau kledokan bener² membingungkan.. jalur 1b kota jadwal kedatangan diaplikasi 9 menit teruus.. mending digreyout aja min, estimasinya yang udah gerak aja",3,0,,2021-10-05 03:11:20,,,untuk transit ke daerah babarsari atau kledokan bener membingungkan jalur b kota jadwal kedatangan diaplikasi menit terus mending digreyout saja min estimasinya yang udah gerak saja,transit daerah babarsari kledokan bener membingungkan jalur b kota jadwal kedatangan diaplikasi menit mending digreyout min estimasinya udah gerak,"['untuk', 'transit', 'ke', 'daerah', 'babarsari', 'atau', 'kledokan', 'bener', 'membingungkan', 'jalur', 'b', 'kota', 'jadwal', 'kedatangan', 'diaplikasi', 'menit', 'terus', 'mending', 'digreyout', 'saja', 'min', 'estimasinya', 'yang', 'udah', 'gerak', 'saja']","['transit', 'daerah', 'babarsari', 'kledokan', 'bener', 'membingungkan', 'jalur', 'b', 'kota', 'jadwal', 'kedatangan', 'diaplikasi', 'menit', 'mending', 'digreyout', 'min', 'estimasinya', 'udah', 'gerak']","['transit', 'daerah', 'babarsari', 'kledokan', 'bener', 'bingung', 'jalur', 'b', 'kota', 'jadwal', 'datang', 'aplikasi', 'menit', 'mending', 'digreyout', 'min', 'estimasi', 'udah', 'gerak']",transit daerah babarsari kledokan bener bingung jalur b kota jadwal datang aplikasi menit mending digreyout min estimasi udah gerak,19,Neutral
membantu bagi yang belum tau jogja,5,1,1.0.6,2021-08-23 04:41:21,,,membantu bagi yang belum tahu transjogja,membantu transjogja,"['membantu', 'bagi', 'yang', 'belum', 'tahu', 'transjogja']","['membantu', 'transjogja']","['bantu', 'transjogja']",bantu transjogja,2,Positive
makin lama makin parah trans jogja...busnya dikit jarakny lama..capek di jalan..mending diganti aj...,1,2,1.0.6,2021-06-18 07:04:52,,,makin lama makin parah transjogja transjogja bus dikit jaraknya lama capek di jalan mending diganti saja,parah transjogja transjogja bus dikit jaraknya capek jalan mending diganti,"['makin', 'lama', 'makin', 'parah', 'transjogja', 'transjogja', 'bus', 'dikit', 'jaraknya', 'lama', 'capek', 'di', 'jalan', 'mending', 'diganti', 'saja']","['parah', 'transjogja', 'transjogja', 'bus', 'dikit', 'jaraknya', 'capek', 'jalan', 'mending', 'diganti']","['parah', 'transjogja', 'transjogja', 'bus', 'dikit', 'jarak', 'capek', 'jalan', 'mending', 'ganti']",parah transjogja transjogja bus dikit jarak capek jalan mending ganti,10,Negative
lumayan sih... cuma sy boleh saran gak? gambar bis di peta jangan dicepetin susah liatnya busnya udh dimana gitu... sekian saran dari saya terima kasih...,5,5,1.0.6,2021-06-17 09:00:56,,,lumayan sih cuma saya boleh saran tidak gambar bus di peta jangan dicepetin susah liatnya bus udh dimana gitu sekian saran dari saya terimakasih,lumayan saran gambar bus peta dicepetin susah liatnya bus udh dimana gitu sekian saran terimakasih,"['lumayan', 'sih', 'cuma', 'saya', 'boleh', 'saran', 'tidak', 'gambar', 'bus', 'di', 'peta', 'jangan', 'dicepetin', 'susah', 'liatnya', 'bus', 'udh', 'dimana', 'gitu', 'sekian', 'saran', 'dari', 'saya', 'terimakasih']","['lumayan', 'saran', 'gambar', 'bus', 'peta', 'dicepetin', 'susah', 'liatnya', 'bus', 'udh', 'dimana', 'gitu', 'sekian', 'saran', 'terimakasih']","['lumayan', 'saran', 'gambar', 'bus', 'peta', 'dicepetin', 'susah', 'liat', 'bus', 'udh', 'mana', 'gitu', 'sekian', 'saran', 'terimakasih']",lumayan saran gambar bus peta dicepetin susah liat bus udh mana gitu sekian saran terimakasih,15,Positive
kalo bisa tambahin jadwal jam keberangkatan dong. tapi sejauh ini sudah sangat membantu sih.,4,3,1.0.6,2021-04-08 03:06:32,,,kalau bisa tambahin jadwal jam keberangkatan dong tapi sejauh ini sudah sangat membantu sih,tambahin jadwal jam keberangkatan membantu,"['kalau', 'bisa', 'tambahin', 'jadwal', 'jam', 'keberangkatan', 'dong', 'tapi', 'sejauh', 'ini', 'sudah', 'sangat', 'membantu', 'sih']","['tambahin', 'jadwal', 'jam', 'keberangkatan', 'membantu']","['tambahin', 'jadwal', 'jam', 'berangkat', 'bantu']",tambahin jadwal jam berangkat bantu,5,Positive
sangat membantu sekali untuk mobilitas selama dijogja top markotop,5,0,,2021-02-18 13:51:42,,,sangat membantu sekali untuk mobilitas selama dijogja top markotop,membantu mobilitas dijogja top markotop,"['sangat', 'membantu', 'sekali', 'untuk', 'mobilitas', 'selama', 'dijogja', 'top', 'markotop']","['membantu', 'mobilitas', 'dijogja', 'top', 'markotop']","['bantu', 'mobilitas', 'dijogja', 'top', 'markotop']",bantu mobilitas dijogja top markotop,5,Positive
"masih banyak yg perlu di benahi... masih ada jurusan2 yg belum tercatat di aplikasi dan spot2 halte yg belum tercatat di jurusan tersebut,,contohnya jurusan gamping-ngabean via lapangan kasihan.dan juga ktka kita mensearch destinasi di kolom pencarian,aplikasi tidak bekerja menunjukkan panduan halte2 terdekat dan cenderung ngawur.justru aplikasi moovit malah yg menunjukkan kita..dan juga jurusan pakem juga belum tercatat.dan tj ini lucu sih,kdg sampe lewat jalan2 kampung tp nggk ada halte",2,8,1.0.5,2021-01-15 01:20:35,,,masih banyak yang perlu di benahi masih ada jurusan yang belum tercatat di aplikasi dan spot halte yang belum tercatat di jurusan tersebut contohnya jurusan gamping ngabean via lapangan kasihan dan juga ktka kita mensearch destinasi di kolom pencarian aplikasi tidak bekerja menunjukkan panduan halte terdekat dan cenderung ngawur justru aplikasi moovit malah yang menunjukkan kita dan juga jurusan pakem juga belum tercatat dan transjogja ini lucu sih kadang sampai lewat jalan kampung tapi tidak ada halte,benahi jurusan tercatat aplikasi spot halte tercatat jurusan contohnya jurusan gamping ngabean via lapangan kasihan ktka mensearch destinasi kolom pencarian aplikasi panduan halte terdekat cenderung ngawur aplikasi moovit jurusan pakem tercatat transjogja lucu kadang jalan kampung halte,"['masih', 'banyak', 'yang', 'perlu', 'di', 'benahi', 'masih', 'ada', 'jurusan', 'yang', 'belum', 'tercatat', 'di', 'aplikasi', 'dan', 'spot', 'halte', 'yang', 'belum', 'tercatat', 'di', 'jurusan', 'tersebut', 'contohnya', 'jurusan', 'gamping', 'ngabean', 'via', 'lapangan', 'kasihan', 'dan', 'juga', 'ktka', 'kita', 'mensearch', 'destinasi', 'di', 'kolom', 'pencarian', 'aplikasi', 'tidak', 'bekerja', 'menunjukkan', 'panduan', 'halte', 'terdekat', 'dan', 'cenderung', 'ngawur', 'justru', 'aplikasi', 'moovit', 'malah', 'yang', 'menunjukkan', 'kita', 'dan', 'juga', 'jurusan', 'pakem', 'juga', 'belum', 'tercatat', 'dan', 'transjogja', 'ini', 'lucu', 'sih', 'kadang', 'sampai', 'lewat', 'jalan', 'kampung', 'tapi', 'tidak', 'ada', 'halte']","['benahi', 'jurusan', 'tercatat', 'aplikasi', 'spot', 'halte', 'tercatat', 'jurusan', 'contohnya', 'jurusan', 'gamping', 'ngabean', 'via', 'lapangan', 'kasihan', 'ktka', 'mensearch', 'destinasi', 'kolom', 'pencarian', 'aplikasi', 'panduan', 'halte', 'terdekat', 'cenderung', 'ngawur', 'aplikasi', 'moovit', 'jurusan', 'pakem', 'tercatat', 'transjogja', 'lucu', 'kadang', 'jalan', 'kampung', 'halte']","['benah', 'jurus', 'catat', 'aplikasi', 'spot', 'halte', 'catat', 'jurus', 'contoh', 'jurus', 'gamping', 'ngabean', 'via', 'lapang', 'kasihan', 'ktka', 'mensearch', 'destinasi', 'kolom', 'cari', 'aplikasi', 'pandu', 'halte', 'dekat', 'cenderung', 'ngawur', 'aplikasi', 'moovit', 'jurus', 'pakem', 'catat', 'transjogja', 'lucu', 'kadang', 'jalan', 'kampung', 'halte']",benah jurus catat aplikasi spot halte catat jurus contoh jurus gamping ngabean via lapang kasihan ktka mensearch destinasi kolom cari aplikasi pandu halte dekat cenderung ngawur aplikasi moovit jurus pakem catat transjogja lucu kadang jalan kampung halte,37,Negative
sangat membantu biar bisa pas jalan ke halte. semoga semua bisa segera normal jadi operasional transjogja juga normal lagi sampai malam,5,5,1.0.5,2020-12-19 05:10:21,,,sangat membantu biar bisa pas jalan ke halte semoga semua bisa segera normal jadi operasional transjogja juga normal lagi sampai malam,membantu biar pas jalan halte semoga normal operasional transjogja normal malam,"['sangat', 'membantu', 'biar', 'bisa', 'pas', 'jalan', 'ke', 'halte', 'semoga', 'semua', 'bisa', 'segera', 'normal', 'jadi', 'operasional', 'transjogja', 'juga', 'normal', 'lagi', 'sampai', 'malam']","['membantu', 'biar', 'pas', 'jalan', 'halte', 'semoga', 'normal', 'operasional', 'transjogja', 'normal', 'malam']","['bantu', 'biar', 'pas', 'jalan', 'halte', 'moga', 'normal', 'operasional', 'transjogja', 'normal', 'malam']",bantu biar pas jalan halte moga normal operasional transjogja normal malam,11,Positive
sangat tepat dan efektif sekali,5,1,1.0.5,2020-12-13 13:29:40,,,sangat tepat dan efektif sekali,tepat efektif,"['sangat', 'tepat', 'dan', 'efektif', 'sekali']","['tepat', 'efektif']","['tepat', 'efektif']",tepat efektif,2,Positive
"mohon sertakan jam operasinya juga min, dari jam berapa sampai jam berapa. biar orang pemula seperti saya tidak kebingungan. takutnya pas ke halte, tau2 halte tutup. terima kasih.. ",5,2,1.0.3,2020-11-16 08:52:53,"Terima kasih kak masukannya , segera kami tambahkan fitur ini. da~",2020-11-24 07:48:44,mohon sertakan jam operasinya juga min dari jam berapa sampai jam berapa biar orang pemula seperti saya tidak kebingungan takutnya pas ke halte tahu halte tutup terimakasih,mohon sertakan jam operasinya min jam jam biar orang pemula kebingungan takutnya pas halte halte tutup terimakasih,"['mohon', 'sertakan', 'jam', 'operasinya', 'juga', 'min', 'dari', 'jam', 'berapa', 'sampai', 'jam', 'berapa', 'biar', 'orang', 'pemula', 'seperti', 'saya', 'tidak', 'kebingungan', 'takutnya', 'pas', 'ke', 'halte', 'tahu', 'halte', 'tutup', 'terimakasih']","['mohon', 'sertakan', 'jam', 'operasinya', 'min', 'jam', 'jam', 'biar', 'orang', 'pemula', 'kebingungan', 'takutnya', 'pas', 'halte', 'halte', 'tutup', 'terimakasih']","['mohon', 'serta', 'jam', 'operasi', 'min', 'jam', 'jam', 'biar', 'orang', 'mula', 'bingung', 'takut', 'pas', 'halte', 'halte', 'tutup', 'terimakasih']",mohon serta jam operasi min jam jam biar orang mula bingung takut pas halte halte tutup terimakasih,17,Positive
"cukup to the point infonya, mau kemana? fitur tersebut juga sangat membantu saya. jadi pengen ke jogja lagiiiiiiiii",5,3,1.0.3,2020-11-15 13:29:00,,,cukup to the point infonya mau kemana fitur tersebut juga sangat membantu saya jadi pengen ke transjogja lagiiiiiii,to the point infonya kemana fitur membantu pengen transjogja lagiiiiiii,"['cukup', 'to', 'the', 'point', 'infonya', 'mau', 'kemana', 'fitur', 'tersebut', 'juga', 'sangat', 'membantu', 'saya', 'jadi', 'pengen', 'ke', 'transjogja', 'lagiiiiiii']","['to', 'the', 'point', 'infonya', 'kemana', 'fitur', 'membantu', 'pengen', 'transjogja', 'lagiiiiiii']","['to', 'the', 'point', 'info', 'mana', 'fitur', 'bantu', 'ken', 'transjogja', 'lagiiiiiii']",to the point info mana fitur bantu ken transjogja lagiiiiiii,10,Positive
baik dan membantu,5,2,1.0.3,2020-10-28 04:49:47,,,baik dan membantu,baik membantu,"['baik', 'dan', 'membantu']","['baik', 'membantu']","['baik', 'bantu']",baik bantu,2,Positive
"rute baru yang ke pasar pakem kok gak ada ya ,,,,",5,0,,2020-10-28 04:40:27,"Terima kasih kak masukannya , untuk rute pasar pakem di kelola oleh teman bus kak.",2020-11-24 07:49:46,rute baru yang ke pasar pakem kok tidak ada ya,rute pasar pakem,"['rute', 'baru', 'yang', 'ke', 'pasar', 'pakem', 'kok', 'tidak', 'ada', 'ya']","['rute', 'pasar', 'pakem']","['rute', 'pasar', 'pakem']",rute pasar pakem,3,Positive
cara pakenya gmna si?,4,1,1.0.3,2020-10-24 08:05:33,,,cara pakainya bagaimana si,pakainya si,"['cara', 'pakainya', 'bagaimana', 'si']","['pakainya', 'si']","['pakai', 'si']",pakai si,2,Positive
mantap. sangat membantu sekali.,5,1,1.0.3,2020-10-07 07:44:53,,,mantap sangat membantu sekali,mantap membantu,"['mantap', 'sangat', 'membantu', 'sekali']","['mantap', 'membantu']","['mantap', 'bantu']",mantap bantu,2,Positive
bagus,5,0,1.0.2,2020-08-13 23:45:16,,,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,1,Positive
"bagus sih, tapi tidak ada info pergantian bisnya jadi kode apa dan warna apa, sebaiknya warna rute disesuaikan dgn icon bus yg berjalan dan warns di ""rute bus"", jd terlihat ganti busnya",4,3,1.0.2,2020-07-19 15:20:52,,,bagus sih tapi tidak ada info pergantian bus jadi kode apa dan warna apa sebaiknya warna rute disesuaikan dengan icon bus yang berjalan dan warns di rute bus jadi terlihat ganti bus,bagus info pergantian bus kode warna warna rute disesuaikan icon bus berjalan warns rute bus ganti bus,"['bagus', 'sih', 'tapi', 'tidak', 'ada', 'info', 'pergantian', 'bus', 'jadi', 'kode', 'apa', 'dan', 'warna', 'apa', 'sebaiknya', 'warna', 'rute', 'disesuaikan', 'dengan', 'icon', 'bus', 'yang', 'berjalan', 'dan', 'warns', 'di', 'rute', 'bus', 'jadi', 'terlihat', 'ganti', 'bus']","['bagus', 'info', 'pergantian', 'bus', 'kode', 'warna', 'warna', 'rute', 'disesuaikan', 'icon', 'bus', 'berjalan', 'warns', 'rute', 'bus', 'ganti', 'bus']","['bagus', 'info', 'ganti', 'bus', 'kode', 'warna', 'warna', 'rute', 'sesuai', 'icon', 'bus', 'jalan', 'warns', 'rute', 'bus', 'ganti', 'bus']",bagus info ganti bus kode warna warna rute sesuai icon bus jalan warns rute bus ganti bus,17,Positive
berguna membantu,5,0,1.0.2,2020-05-31 10:30:19,,,berguna membantu,berguna membantu,"['berguna', 'membantu']","['berguna', 'membantu']","['guna', 'bantu']",guna bantu,2,Positive
"tolong dibenahi lagi untuk rute 8. yang dari utara/jl. suryowijayan tidak belok kiri ke jalan mt haryono, tapi lurus ke jl bantul.",4,1,1.0.2,2020-04-13 04:02:26,"Terima kasih atas masukan anda , Tim kami akan segera memperbaiki.",2020-06-25 05:43:32,tolong dibenahi lagi untuk rute yang dari utara jl suryowijayan tidak belok kiri ke jalan mt haryono tapi lurus ke jl bantul,tolong dibenahi rute utara jl suryowijayan belok kiri jalan mt haryono lurus jl bantul,"['tolong', 'dibenahi', 'lagi', 'untuk', 'rute', 'yang', 'dari', 'utara', 'jl', 'suryowijayan', 'tidak', 'belok', 'kiri', 'ke', 'jalan', 'mt', 'haryono', 'tapi', 'lurus', 'ke', 'jl', 'bantul']","['tolong', 'dibenahi', 'rute', 'utara', 'jl', 'suryowijayan', 'belok', 'kiri', 'jalan', 'mt', 'haryono', 'lurus', 'jl', 'bantul']","['tolong', 'benah', 'rute', 'utara', 'jl', 'suryowijayan', 'belok', 'kiri', 'jalan', 'mt', 'haryono', 'lurus', 'jl', 'bantul']",tolong benah rute utara jl suryowijayan belok kiri jalan mt haryono lurus jl bantul,14,Positive
bisa ekespasi waktu,5,0,1.0.2,2020-03-29 15:05:35,,,bisa ekespasi waktu,ekespasi,"['bisa', 'ekespasi', 'waktu']",['ekespasi'],['ekespasi'],ekespasi,1,Positive
ibuku bekerja di trans jogja loh,5,0,,2020-03-29 10:36:20,,,ibuku bekerja di transjogja transjogja loh,ibuku transjogja transjogja,"['ibuku', 'bekerja', 'di', 'transjogja', 'transjogja', 'loh']","['ibuku', 'transjogja', 'transjogja']","['ibu', 'transjogja', 'transjogja']",ibu transjogja transjogja,3,Positive
"sangat berguna, apalagi kalau bisa dilengkapi dengan fitur e-pay dari aplikasi.",5,0,1.0.2,2020-03-06 06:08:39,"Terima kasih atas masukan anda , Kami jadikan masukan untuk pengembangan ke managemen TJI.",2020-06-25 05:45:12,sangat berguna apalagi kalau bisa dilengkapi dengan fitur e pay dari aplikasi,berguna dilengkapi fitur e pay aplikasi,"['sangat', 'berguna', 'apalagi', 'kalau', 'bisa', 'dilengkapi', 'dengan', 'fitur', 'e', 'pay', 'dari', 'aplikasi']","['berguna', 'dilengkapi', 'fitur', 'e', 'pay', 'aplikasi']","['guna', 'lengkap', 'fitur', 'e', 'pay', 'aplikasi']",guna lengkap fitur e pay aplikasi,6,Positive
